0, ,1, ,2, ,3, ,4, ,5, ,6, ,7, ,8, ,9, ,10, ,11, ,12, ,13, ,
586,691,588,696,580,702,586,716,582,738,596,708,606,726,601,748,581,738,584,767,596,781,593,743,600,772,614,787
586,691,588,696,580,702,586,716,582,738,596,708,606,726,601,748,581,738,584,767,596,781,593,743,600,772,614,787
586,691,589,696,580,702,587,716,583,738,596,708,606,727,601,746,582,738,584,768,597,781,594,744,600,772,614,787
587,691,589,697,580,702,587,716,583,738,596,708,606,727,601,743,582,739,585,768,597,781,594,744,601,772,615,787
587,691,589,697,581,702,587,716,583,738,597,708,606,727,601,740,582,739,585,768,597,781,594,744,601,772,615,787
587,691,589,697,581,702,587,716,584,738,597,708,607,726,602,735,582,739,585,768,598,781,594,744,601,772,615,787
587,692,589,697,581,702,587,716,584,738,597,708,607,726,603,731,582,739,585,768,598,781,594,744,601,772,616,787
587,692,589,697,581,702,588,716,585,738,598,707,608,725,605,725,583,739,586,768,598,781,594,744,602,772,616,787
587,692,589,697,581,701,588,716,585,738,598,707,609,724,607,719,583,739,586,768,599,782,595,744,602,773,616,787
587,692,590,697,581,701,588,716,585,738,598,707,609,724,608,717,583,739,586,768,599,782,595,744,602,773,617,787
587,692,590,697,581,701,588,716,586,738,599,707,610,722,609,711,583,740,586,769,599,782,595,745,602,773,617,788
588,692,590,698,581,701,589,716,586,738,599,706,611,721,611,705,584,740,587,769,599,782,596,745,603,773,617,788
588,692,590,698,581,701,589,715,587,738,600,706,612,719,612,702,584,740,587,769,600,782,596,745,603,773,617,788
588,692,590,698,581,701,589,715,587,738,600,706,613,718,613,699,584,740,587,769,600,782,596,745,603,773,618,788
588,692,590,698,582,701,589,715,587,738,600,706,614,717,614,697,584,740,587,769,600,782,596,745,603,773,618,788
588,692,591,698,582,701,589,715,588,738,601,705,614,716,614,694,585,740,588,769,600,782,597,745,603,773,618,788
589,692,591,698,582,701,590,715,588,738,601,705,615,715,615,693,585,740,588,769,600,782,597,745,604,773,618,788
589,692,591,698,582,701,590,715,588,738,601,705,616,714,616,691,585,740,588,769,601,782,597,745,604,773,618,788
589,692,591,698,582,701,590,715,588,738,601,705,616,713,616,690,586,740,588,769,601,782,597,745,604,774,618,788
589,692,592,698,583,700,591,715,589,738,602,704,617,712,616,689,586,740,589,769,601,782,598,745,604,774,619,788
589,692,592,698,583,701,591,715,589,738,602,704,617,711,617,688,586,740,589,769,601,782,598,745,604,774,619,788
590,692,592,698,583,700,591,715,589,738,602,704,617,711,617,688,587,740,590,769,602,782,598,745,605,774,619,788
590,692,592,698,583,701,591,716,589,738,603,704,617,710,617,687,587,740,590,769,602,782,599,745,605,774,619,788
590,692,593,698,584,701,591,716,589,738,603,704,617,709,617,687,587,740,590,769,602,782,599,745,605,774,620,788
590,692,593,698,584,701,592,716,590,738,603,704,617,709,617,687,587,740,590,769,602,782,599,745,605,774,620,788
591,692,593,698,584,701,592,716,590,739,604,703,617,708,617,686,588,740,591,769,603,782,600,745,606,774,620,788
591,692,593,698,585,701,592,716,590,739,604,703,617,707,617,686,588,740,591,769,603,782,600,745,606,774,621,788
591,692,594,697,585,701,592,716,590,739,604,703,617,706,617,685,588,740,591,769,603,782,600,745,606,774,621,788
591,692,594,697,585,701,593,716,590,739,605,702,617,705,617,685,589,740,592,769,604,782,601,745,606,774,621,788
592,692,594,697,585,701,593,716,591,739,605,702,617,704,617,684,589,740,592,769,604,782,601,745,607,774,621,788
592,692,594,697,586,701,593,716,591,739,605,702,617,703,617,683,590,740,592,769,604,782,601,745,607,774,622,788
592,692,595,697,586,701,593,716,591,739,605,701,617,702,617,682,590,740,593,769,605,782,602,745,607,774,622,788
592,692,595,697,586,701,594,716,592,739,606,700,617,700,618,680,590,740,593,769,605,782,602,745,608,774,622,788
592,692,595,698,586,701,594,716,592,739,606,700,617,698,617,679,590,741,593,769,605,782,602,745,608,774,623,788
593,692,595,698,587,701,595,716,593,739,606,699,616,696,618,677,591,741,594,769,606,782,603,745,608,774,623,788
593,692,596,698,587,701,595,716,593,739,606,698,616,695,618,676,591,741,594,769,606,782,603,746,608,774,623,788
593,692,596,698,587,701,595,716,593,739,606,698,616,694,618,675,591,741,594,769,606,782,603,746,609,774,623,788
593,692,596,698,587,701,595,716,593,740,607,698,617,693,619,674,592,741,595,769,606,782,603,746,609,774,624,788
594,692,596,697,588,701,596,716,594,740,607,697,617,693,620,674,592,741,595,769,607,782,604,746,609,774,624,788
594,692,597,697,588,701,596,717,594,740,607,697,618,692,622,672,592,741,595,769,607,782,604,746,609,774,624,788
594,692,597,697,588,701,596,717,594,740,607,697,619,692,624,672,592,741,595,769,607,782,604,746,610,774,624,788
594,692,597,697,589,701,596,717,594,740,608,697,620,692,625,671,593,741,596,769,607,782,604,746,610,774,625,788
595,692,597,697,589,702,597,717,595,741,608,697,621,692,626,671,593,741,596,769,608,782,605,745,610,774,625,788
595,692,597,697,589,702,597,718,595,741,608,697,622,692,627,671,593,741,596,769,608,782,605,745,610,774,625,788
595,691,598,697,590,702,597,718,595,741,609,697,622,692,628,671,594,741,597,769,608,782,605,745,611,774,626,788
596,691,598,697,590,702,598,718,595,741,609,697,623,692,629,671,594,741,597,769,609,782,606,745,611,774,626,788
595,691,598,697,590,702,598,718,595,741,609,697,623,692,629,671,594,741,597,769,609,782,606,745,611,774,626,788
596,691,599,697,591,702,598,718,596,741,609,697,623,692,629,671,594,741,597,769,609,782,606,745,611,774,626,788
596,691,599,697,591,702,598,718,596,742,610,697,624,692,629,671,595,740,598,769,609,782,606,745,612,774,627,788
596,691,599,697,591,702,599,718,596,742,610,697,624,692,630,671,595,740,598,769,610,782,607,745,612,774,627,788
597,691,599,697,591,702,599,718,597,742,610,697,624,692,629,671,595,740,598,769,610,782,607,745,612,774,627,788
597,691,600,697,592,703,599,718,597,742,611,697,624,692,629,672,596,740,599,769,611,782,607,745,613,774,628,788
597,691,600,697,592,703,600,718,597,742,611,697,624,692,629,672,596,740,599,769,611,782,608,745,613,774,628,788
597,691,600,697,592,703,600,718,597,742,611,697,624,692,628,673,596,740,599,769,611,782,608,745,613,774,628,788
598,691,601,697,593,703,600,718,598,742,611,697,623,692,627,673,596,740,600,769,611,782,608,745,614,774,629,788
598,691,601,696,593,703,600,718,598,742,612,696,623,693,627,673,597,740,600,769,612,782,608,745,614,774,629,788
599,691,601,696,593,702,601,718,598,742,612,696,623,692,626,673,597,740,600,769,612,782,609,745,614,774,629,788
599,691,602,696,594,702,601,718,599,742,612,696,623,692,626,673,597,740,601,769,612,782,609,745,615,774,630,788
599,691,602,696,594,702,601,718,599,742,612,696,623,692,626,673,597,740,601,769,612,782,609,745,615,774,630,788
600,691,602,696,594,702,602,718,600,742,613,696,624,691,625,672,598,740,601,769,613,782,610,745,615,774,630,788
600,691,602,696,594,702,602,718,600,742,613,696,624,691,625,671,598,740,601,769,613,782,610,745,615,774,630,788
600,691,603,696,595,702,603,718,600,742,614,696,624,691,626,670,598,740,602,769,613,782,610,745,616,774,631,788
600,690,603,696,595,702,603,718,601,742,614,696,624,690,626,670,599,740,602,769,614,782,611,745,616,774,631,788
601,690,603,696,595,702,603,718,601,742,614,696,625,690,628,669,599,740,602,769,614,782,611,745,616,774,631,788
601,690,603,696,596,702,603,718,602,742,614,696,626,690,629,669,599,740,602,769,614,782,611,745,616,774,631,788
601,690,604,696,596,702,604,718,602,742,614,696,627,690,631,668,599,740,602,769,614,782,611,745,617,774,632,788
601,690,604,696,596,702,604,718,602,742,615,696,628,690,633,669,600,740,603,769,615,782,612,745,617,774,632,788
